Fecha,Ticker,Tipo,Precio,Capital_Operacion,Capital_Total,Retorno_%,Dias_en_Posicion,Año
2018-01-04,DXCM,BUY,13.0625,28615.97905334206,28615.97905334206,0.0,0,2018
2018-01-04,ROKU,BUY,51.2400016784668,14307.98952667103,14307.98952667103,0.0,0,2018
2018-01-05,VRSN,SELL,111.60747528076172,118154.95644239294,132462.94596906396,3.224632138345118,3,2018
2018-01-08,DXCM,SELL,13.859999656677246,30363.059127640514,162826.00509670447,6.105260529586576,4,2018
2018-01-08,BIIB,BUY,329.6499938964844,81413.00254835223,81413.00254835223,0.0,0,2018
2018-01-08,REGN,BUY,370.0202331542969,40706.50127417612,40706.50127417612,0.0,0,2018
2018-01-09,AMD,BUY,11.819999694824219,20353.25063708806,20353.25063708806,0.0,0,2018
2018-01-09,MU,BUY,41.92569351196289,10176.62531854403,10176.62531854403,0.0,0,2018
2018-01-09,WBD,BUY,21.649999618530273,5088.312659272015,5088.312659272015,0.0,0,2018
2018-01-10,INTC,SELL,35.6785774230957,53741.90128694322,58830.21394621523,-6.098090883480179,7,2018
2018-01-10,WBD,SELL,22.829999923706055,5365.643402762271,64195.8573489775,5.450347925945542,1,2018
2018-01-10,EBAY,BUY,33.55160140991211,32097.92867448875,32097.92867448875,0.0,0,2018
2018-01-10,TEAM,BUY,51.04999923706055,16048.964337244375,16048.964337244375,0.0,0,2018
2018-01-11,ROKU,SELL,43.869998931884766,12250.028584918233,28298.992922162608,-14.38329919040423,7,2018
2018-01-12,META,BUY,178.125732421875,14149.496461081304,14149.496461081304,0.0,0,2018
2018-01-16,AMD,SELL,11.90999984741211,20508.224893457933,34657.72135453924,0.761422630385522,7,2018
2018-01-16,MU,SELL,41.87691116333008,10164.784377044682,44822.50573158392,-0.11635430340322106,7,2018
2018-01-16,TEAM,SELL,52.81999969482422,16605.412420458706,61427.91815204263,3.467189978876073,6,2018
2018-01-16,MTCH,BUY,29.02779197692871,30713.959076021314,30713.959076021314,0.0,0,2018
2018-01-16,ROKU,BUY,39.189998626708984,15356.979538010657,15356.979538010657,0.0,0,2018
2018-01-16,ROST,BUY,74.68877410888672,7678.4897690053285,7678.4897690053285,0.0,0,2018
2018-01-17,EBAY,SELL,33.80968475341797,32344.8301755741,40023.31994457943,0.7692131900136845,7,2018
2018-01-17,ROKU,SELL,41.540000915527344,16277.850635951096,56301.170580530525,5.996433710555871,1,2018
2018-01-17,FAST,BUY,10.533408164978027,28150.585290265262,28150.585290265262,0.0,0,2018
2018-01-18,BKR,BUY,27.63783073425293,14075.292645132631,14075.292645132631,0.0,0,2018
2018-01-19,META,SELL,180.03240966796875,14300.954212744784,28376.246857877413,1.070410894692042,7,2018
2018-01-19,MTCH,SELL,30.137134552001953,31887.741170063062,60263.988027940475,3.8216567624397513,3,2018
2018-01-19,ROST,SELL,77.35785675048828,7952.888753333133,68216.8767812736,3.573606172341748,3,2018
2018-01-19,SWKS,BUY,81.85822296142578,34108.4383906368,34108.4383906368,0.0,0,2018
2018-01-19,TEAM,BUY,53.06999969482422,17054.2191953184,17054.2191953184,0.0,0,2018
2018-01-22,FAST,SELL,10.963218688964844,29299.256036204184,46353.475231522585,4.08045066947913,5,2018
2018-01-23,BKR,SELL,28.497034072875977,14512.864556947196,60866.33978846978,3.1087944161919845,5,2018
2018-01-24,BKR,BUY,26.874086380004883,30433.16989423489,30433.16989423489,0.0,0,2018
2018-01-24,MTCH,BUY,30.99687385559082,15216.584947117444,15216.584947117444,0.0,0,2018
2018-01-24,TXN,BUY,87.65413665771484,7608.292473558722,7608.292473558722,0.0,0,2018
2018-01-25,ADI,BUY,79.31111145019531,3804.146236779361,3804.146236779361,0.0,0,2018
